Date,Close,High,Low,Open,Volume,Volume_Outlier,VIX_Close,VIX_Close_Outlier,Treasury_Rate,Treasury_Rate_Outlier,Daily_Return,Log_Return,Rolling_Volatility_20D,Moving_Average_20D,Moving_Average_50D,Price_Momentum_20D,Interest_Rate_Momentum,VIX_Return,VIX_JPM_Correlation_20D,Daily_Return_Outlier,Rolling_Volatility_20D_Outlier,Price_Momentum_20D_Outlier,Abs_Return_1D,Rolling_Volatility_5D,Rolling_Volatility_10D,Rolling_Volatility_60D,Treasury_Rate_Decimal,Log_Moneyness,MA20_Gap,MA50_Gap,Intraday_Range,Overnight_Gap,Volume_ZScore_20D,Target_Forward_Volatility_20D,Target_End_Date,Target_Chooser_Proxy_Price,Current_Chooser_BSM_Price,Target_Chooser_Price_Adjustment,Chronological_Block,Split
2018-03-29,87.5700454711914,88.21505340290229,85.82612793688969,86.39947102078898,13274600,False,19.96999931335449,False,2.74,False,0.0182408958973376,0.018076526575737,0.2703684089225609,90.29781112670898,90.72948928833009,-0.0305033805739181,-0.0299999999999998,-0.1268037350004801,-0.8242013956465497,False,False,False,0.0182408958973376,0.3864166320711936,0.3361979860449516,0.2560561651523921,0.0274,-0.5381963013069028,-0.030208546823907834,-0.03482267829259189,0.02728016701554069,0.004629771560484164,-0.4432696414629845,0.24127686429214223,2018-04-27,60.52308624369376,60.68103059503953,-0.157944351345769,train,train
2018-04-02,85.88188934326172,88.17526221440836,84.47242566233038,87.56210113274922,18822500,False,23.6200008392334,False,2.73,False,-0.0192777806480076,-0.0194660202156679,0.2776848553542856,90.08002128601076,90.64332916259764,-0.048270262674682,-0.0100000000000002,0.1827742439349036,-0.8592342815237421,False,False,False,0.0192777806480076,0.35516018754610895,0.34167093485120564,0.25926461930477523,0.0273,-0.5576623215225707,-0.04660447325406003,-0.0525294013726566,0.04311545286664687,-9.071981634178883e-05,0.8645324053639588,0.2312870787928691,2018-04-30,62.12861932535766,62.33507740946425,-0.20645808410658617,train,train
2018-04-03,87.06040954589844,87.19578053247632,85.4120511980246,86.28798933076908,14050700,False,21.100000381469727,False,2.79,False,0.0137225695853788,0.0136292677192598,0.2763636936414262,89.85187759399415,90.58472061157228,-0.0498003746612923,0.06,-0.1066892619909601,-0.8683236298246346,False,False,False,0.0137225695853788,0.2819424744332257,0.35649937812166577,0.25912866302327864,0.0279,-0.5440330538033109,-0.031067442582661142,-0.03890624204479365,0.02048840964286223,0.004728587023560049,-0.26477443802975165,0.22617127991347802,2018-05-01,60.89050675470502,61.13116547275156,-0.24065871804653938,train,train
2018-04-04,88.3823013305664,88.5574902174528,85.22095480453466,85.28466095892121,15302600,False,20.059999465942383,False,2.79,False,0.0151836155097693,0.0150694981130288,0.2832004073218001,89.68584823608398,90.53152755737304,-0.0362102787919245,0.0,-0.0492891420248828,-0.8668637629018903,False,False,False,0.0151836155097693,0.2495557669326471,0.3695111247380848,0.26057508280904895,0.0279,-0.5289635556902821,-0.014534588579529273,-0.023740085744655026,0.03775117147537117,-0.020396740564849414,-0.024256132775048532,0.22051432976869123,2018-05-02,59.599375293182106,59.95194473225867,-0.3525694390765608,train,train
2018-04-05,89.54278564453125,90.30311866513335,89.15061747543119,89.34269897166132,16627000,False,18.940000534057617,False,2.83,False,0.0131302794393688,0.013044824538637,0.2878748074047516,89.59496307373047,90.50345520019532,-0.019895944834829,0.04,-0.0558324507329267,-0.8745559798404019,False,False,False,0.0131302794393688,0.24631209534301343,0.3782495103484018,0.26185407502632874,0.028300000000000002,-0.5159187311516451,-0.0005823701177964935,-0.010614727951977598,0.0128709552802767,0.010866402284580134,0.25694783787639985,0.21461657142827228,2018-05-03,58.40520016458182,58.86897068566418,-0.4637705210823597,train,train
2018-04-06,87.30980682373047,89.27866481422454,86.29336933821192,88.4783182219183,18906000,False,21.489999771118164,False,2.77,False,-0.0249375625822643,-0.0252537716574944,0.3002366708965107,89.39203071594238,90.40747100830076,-0.0444206613879304,-0.06,0.1346356475795858,-0.8892148545197266,False,False,False,0.0249375625822643,0.3172838735182126,0.33336645669334014,0.2669665215992306,0.0277,-0.5411725028091395,-0.023293171388269696,-0.03426336507395367,0.03419198351955616,-0.01188780776643128,0.7361629583022932,0.20095333953213868,2018-05-04,60.629308271790144,61.135039525794696,-0.5057312540045515,train,train
2018-04-09,88.35826873779297,90.42316449849538,87.95009024877966,88.04613404212401,15974300,False,21.770000457763672,False,2.78,False,0.0120085240387628,0.0119369937930052,0.2827808453856619,89.11013069152833,90.33197845458984,-0.0599811091940368,0.0099999999999997,0.0130293480515444,-0.8722844244009159,False,False,False,0.0120085240387628,0.2751426183484378,0.3014908140484565,0.2671466506839714,0.0278,-0.5292355090161344,-0.008437446426131645,-0.021849512770154456,0.027989165983487958,0.008433499571017355,-0.006434510453995069,0.19861216003207185,2018-05-07,59.592861911703245,59.984708804138315,-0.3918468924350691,train,train
2018-04-10,90.04700469970703,90.33512998667462,89.17462366245506,89.742869060041,13951400,False,20.46999931335449,False,2.8,False,0.0191123704214424,0.0189320233535052,0.2933957132451899,88.92779731750488,90.28038604736328,-0.0389211714688276,0.02,-0.0597152557222649,-0.8766242561743053,False,False,False,0.0191123704214424,0.2871034083594336,0.27759409710104577,0.2697238702238668,0.027999999999999997,-0.510303485662629,0.012585574094522656,-0.002585072548690781,0.012887783753492579,0.01567029709870038,-0.5425681729337104,0.1936385447150536,2018-05-08,57.916379577241216,58.5114842597839,-0.5951046825426829,train,train
2018-04-11,88.53436279296875,89.48677130673234,88.45432323022848,89.36672417494461,14503300,False,20.239999771118164,False,2.79,False,-0.0167983589435618,-0.0169410516344326,0.2960932272685648,88.72597198486328,90.2004524230957,-0.0436045019021384,-0.0099999999999997,-0.0112359330704165,-0.8529054800309975,False,False,False,0.0167983589435618,0.31701773617150486,0.2719577158752585,0.26990252131201975,0.0279,-0.5272445372970616,-0.002159561485865935,-0.018470967554707562,0.011661552011371677,-0.007554726856612848,-0.42089423134886045,0.19892493055873228,2018-05-09,59.40771374044221,59.93874232669995,-0.5310285862577402,train,train
2018-04-12,90.7353286743164,91.55167981141751,89.2386777991085,89.28669665830205,16435500,False,18.489999771118164,False,2.83,False,0.0248600183241218,0.0245560357755213,0.3087361114727482,88.68595466613769,90.18189712524412,-0.0087435458807157,0.04,-0.0864624515706365,-0.855055336738166,False,False,False,0.0248600183241218,0.354401422595121,0.29128447561234233,0.2745284164034275,0.028300000000000002,-0.5026885015215402,0.0231082138755081,0.006136836401918755,0.02549174666695987,0.008497648162810734,0.031170484327146076,0.18092545166270357,2018-05-10,57.18742092080258,58.05084327470955,-0.8634223539069694,train,train
