Date,Close,High,Low,Open,Volume,Volume_Outlier,VIX_Close,VIX_Close_Outlier,Treasury_Rate,Treasury_Rate_Outlier,Daily_Return,Log_Return,Rolling_Volatility_20D,Moving_Average_20D,Moving_Average_50D,Price_Momentum_20D,Interest_Rate_Momentum,VIX_Return,VIX_JPM_Correlation_20D,Daily_Return_Outlier,Rolling_Volatility_20D_Outlier,Price_Momentum_20D_Outlier,Risk_Free_Rate,Historical_Volatility,BSM_Call_Price,BSM_Put_Price,Chooser_BSM_Price,Forward_Realized_Volatility_20D,Chooser_Proxy_Reference_Price,Proxy_Pricing_Error,VIX_Regime
2018-01-31,92.10901641845705,92.89736632480891,91.7029033973877,92.09309291924656,13141400,False,13.539999961853027,False,2.72,False,0.0048648025525901,0.00485300763847,0.1107133509191837,89.62174339294434,,0.077096505883748,-0.0099999999999997,-0.0845165654647769,-0.2323895353490009,False,False,False,0.027200000000000002,0.1107133509191837,1.6529218855274117e-05,55.987319033090884,55.98731903353591,0.3367879246932681,57.49163720906076,-1.5043181755248511,Low (<15)
2018-02-01,93.06458282470705,93.16013596289145,91.95771442148872,92.18863855566912,13800600,False,13.470000267028809,False,2.78,False,0.0103742982327463,0.0103208545104488,0.1126239150541913,89.99481353759765,,0.0871626836646115,0.0599999999999996,-0.0051698445362948,-0.2769386209097463,False,False,False,0.0278,0.1126239150541913,3.771905539181578e-05,54.96622241034335,54.96622241246583,0.3341382957232469,56.54653285499699,-1.5803104425311574,Low (<15)
2018-02-02,91.00212860107422,93.10438242090072,90.8508280516162,92.7619695447361,16477300,False,17.309999465942383,False,2.84,False,-0.0221615373005817,-0.0224107936535516,0.1402470081493826,90.20344581604004,,0.048055630681332,0.06,0.2850778858789582,-0.5723378581812165,False,False,False,0.028399999999999998,0.1402470081493826,0.0008365626654348278,56.89446961089246,56.8944702540416,0.32964700896515553,58.14202795666871,-1.2475577026271125,Normal (15-25)
2018-02-05,86.63836669921875,91.24898753965525,82.80015999575345,89.98285994858294,30097600,True,37.31999969482422,True,2.77,False,-0.0479523058299534,-0.0491401465275645,0.2260660030644607,90.22176094055176,,0.0042458992211782,-0.0699999999999998,1.1559792516603906,-0.8766531424508521,True,False,False,0.0277,0.2260660030644607,0.06625269745931017,61.32524304582279,61.32674147750523,0.2730205715706377,61.53381984460861,-0.207078367103378,High (>25)
2018-02-06,89.274169921875,89.56880633156274,84.8944720189479,85.08558440815851,33114800,True,29.979999542236328,False,2.79,False,0.0304230483915621,0.0299694445102155,0.2501179671318583,90.3654956817627,,0.0332721329726775,0.02,-0.196677390477199,-0.8719277099468549,False,False,False,0.0279,0.2501179671318583,0.2044482640328691,58.85916216789795,58.869635870202075,0.25416479012613735,58.894198158441235,-0.02456228823916007,High (>25)
2018-02-07,89.87934112548828,91.13750391783044,88.50968955562941,88.82821416553755,21878300,False,27.729999542236328,False,2.84,False,0.0067787939573435,0.0067559212416886,0.2504915258899037,90.51758995056151,,0.0350296464782555,0.0499999999999998,-0.0750500345015069,-0.8720868663377578,False,False,False,0.028399999999999998,0.2504915258899037,0.22404232539469238,58.2146043227109,58.22689640532229,0.2533166204284442,58.24514231577159,-0.01824591044929491,High (>25)
2018-02-08,85.90576934814453,90.07046598801698,85.87391627518852,90.07046598801698,27425800,True,33.459999084472656,False,2.85,False,-0.0442100679375909,-0.0452171264126939,0.2962105864249233,90.42322731018066,,-0.0214966151212887,0.0100000000000002,0.2066353998134333,-0.781925978185785,True,False,False,0.0285,0.2962105864249233,0.39398236092154537,62.25202292739304,62.28207810859312,0.20620893476372842,61.884210191865904,0.3978679167272148,High (>25)
2018-02-09,87.62581634521484,88.43008989084618,84.59188192530024,86.87728416955676,28188000,True,29.059999465942383,False,2.83,False,0.0200224852198178,0.0198246713863617,0.3047826943692592,90.39137535095216,,-0.0072175229403872,-0.02,-0.1315002910616373,-0.7883738816054744,False,False,False,0.028300000000000002,0.3047826943692592,0.5495414898996271,60.75630884611866,60.80881153774875,0.19961592727142774,60.23320391639299,0.5756076213557648,High (>25)
2018-02-12,88.9795150756836,89.76786490911924,87.6496812642386,88.52561944825946,18043300,False,25.61000061035156,False,2.86,False,0.0154486290334305,0.0153305138886603,0.3040338514715051,90.35434646606446,,-0.0082543126613123,0.0299999999999998,-0.1187198526838976,-0.8028186352126019,False,False,False,0.0286,0.3040338514715051,0.6201365871334286,59.46064398566807,59.52528554382324,0.2014740698893194,58.87791682904079,0.647368714782445,High (>25)
2018-02-13,89.52896881103516,90.02268228974039,88.23098808643124,88.64506585137448,16358200,False,24.96999931335449,False,2.83,False,0.0061750587748676,0.0061560712254952,0.3045876632058299,90.36071701049804,,0.0014251528903166,-0.0299999999999998,-0.0249902882367906,-0.8035600963744062,False,False,False,0.028300000000000002,0.3045876632058299,0.6579848725553745,59.00543060319313,59.07685984337543,0.20610418300479916,58.39783239862782,0.6790274447476108,Normal (15-25)
